project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country
603 E 49TH ST,New construction single-family residential 2-story 3 bedroom 2.5 bath with attached 2-car garage covered front porch covered rear patio. uncovered wood deck and 2nd floor balcony.,2025-12-22,1,2,603 E 49TH ST,78751,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13553890,603 EAST 49TH STREET,NA,Austin,Texas,United States
111 MILDRED ST--BLDG 2,111 Mildred St Bldg 2 (middle front on Mildred side):   New construction of a 3-Story Single Family Res. [3 bed 3.5bath] with Attached 1-car Garage and 3rd floor balcony. Part of 4-unit use 8 detached units total in development across 2 lots.,2025-11-17,1,3,111 MILDRED ST BLDG 2,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13614299,111 MILDRED STREET BLDG 2,NA,Austin,Texas,United States
2002 GREENWOOD AVE BLDG 2,Building 2 New 3 Story Single Family House with attached carport,2025-12-17,1,3,2002 GREENWOOD AVE BLDG 2,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13629126,2002 GREENWOOD AVE BLDG 2,NA,Austin,Texas,United States
2212 CANTERBURY ST--BLDG 2,Bldg 2: New construction 2-unit use single-family residential 3 bedroom 2.5 bath with attached 1-car carport covered front porch and covered rear patio.,2025-11-18,1,2,2212 CANTERBURY ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13612374,2212 CANTERBURY STREET,NA,Austin,Texas,United States
4330 AIRPORT BLVD BLDG 2,BLDG 2: New construction of a 2-Story Single Family Res. [3 bed 3.5 bath] with Attached Garage/Carport. Part of 2-unit use.,2025-11-13,1,2,4330 AIRPORT BLVD BLDG 2,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13614182,4330 AIRPORT BOULEVARD BLDG 2,NA,Austin,Texas,United States
4007 EDGEROCK DR,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5 bed 4.5 bath] Attached Carport.,2025-11-25,1,2,4007 EDGEROCK DR,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13618594,4007 EDGEROCK DRIVE,NA,Austin,Texas,United States
1905 FOREST TRL,ePlan: Residential Expedited Review - New construction of a 1-Story Single Family Res. [3bed 2bath] Existing Detached Garage to Remain as is.,2025-12-08,1,1,1905 FOREST TRL,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13625292,1905 FOREST TRAIL,NA,Austin,Texas,United States
5410 DUVAL ST BLDG 1,BLDG 1:  New 2-story residence with attached 1-car garage 4 bedroom 3.5 bath breezeway to guest bedroom.  Part of 2-unit use.,2025-12-01,1,2,5410 DUVAL ST BLDG 1,78751,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13607326,5410 DUVAL STREET BLDG 1,NA,Austin,Texas,United States
2426 HARTFORD RD,New two-story SFR (5br/4ba) with attached garage and covered patio,2025-12-16,1,2,2426 HARTFORD RD,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13597696,2426 HARTFORD ROAD,NA,Austin,Texas,United States
3213 WALNUT AVE UNIT B,"ePlan: Residential Expedited Review - New construction of a 2-Story Duplex [5bed 5bath]. Unit B

THIS PROJECT TO BE COMBINED WITH 3305 HEMLOCK VIA UDA.",2025-11-26,1,2,3213 WALNUT AVE UNIT B,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13617565,3213 WALNUT AVE UNIT B,NA,Austin,Texas,United States
5610 FORKS RD,"New construction of 2 story SFR Condo with 2 bedrooms 2.5 baths and an attached 2-car garage 

PUD",2025-12-12,1,2,5610 FORKS RD,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13608358,5610 FORKS ROAD,NA,Austin,Texas,United States
1608 SYLVAN GLADE,Unit A New 2-story duplex unit 3 bed/2.5 bed with covered porch and covered patio,2025-11-24,1,2,1608 SYLVAN GLADE,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13617965,1608 SYLVAN GLADE,NA,Austin,Texas,United States
1813 E 38TH HALF ST--BLDG 1--UNIT 1A,Bldg 1: New construction 3-unit use duplex residential: Unit A  3-story 4 bedroom 3.5 bath with attached 1-car carport covered front porch covered rear patio 3rd floor balcony and uncovered roof top deck.,2025-11-26,1,3,1813 E 38TH HALF ST BLDG 1 UNIT 1A,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13620042,1813 EAST 38TH HALF STREET BLDG 1 UNIT 1A,NA,Austin,Texas,United States
4413 BANISTER LN UNIT 301,Unit 301 Bldg 3:  New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration),2025-12-18,1,3,4413 BANISTER LN UNIT 301,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13627278,4413 BANISTER LANE UNIT 301,NA,Austin,Texas,United States
5016 STOCKTON LN,Reynolds 890-N-R Is a New two-story single-family residence with (5) bedrooms (3) bathrooms an attached two-car garage and a covered entry porch & patio.,2025-12-09,1,2,5016 STOCKTON LN,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13622947,5016 STOCKTON LANE,NA,Austin,Texas,United States
4808 WEST PARK DR Unit A,UNIT A: New 2-story residence  larger primary dwelling in duplex.  4 bedroom 4 bathroom. Part of duplex use.,2025-12-03,1,2,4808 WEST PARK DR,78731,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13618809,4808 WEST PARK DRIVE,NA,Austin,Texas,United States
4604 SANTA ANNA ST BLDG 1,Bldg 1:  New construction of a 3-Story Single Family Res. [4 bed 3.5 bath] with Attached Carport.  Part of 2-unit use.,2025-12-03,1,3,4604 SANTA ANNA ST BLDG 1,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13551750,4604 SANTA ANNA STREET BLDG 1,NA,Austin,Texas,United States
2903 HILLVIEW RD UNIT 2,New Detached garage with appartement on second floor.,2025-11-14,1,2,2903 HILLVIEW RD UNIT B,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13613860,2903 HILLVIEW ROAD UNIT B,NA,Austin,Texas,United States
1608 SYLVAN GLADE,Unit B New 2-story duplex unit 3 bed/2.5 bathroom with covered porch and covered patio,2025-11-24,1,2,1608 SYLVAN GLADE,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13617966,1608 SYLVAN GLADE,NA,Austin,Texas,United States
5921 COVENTRY LN BLDG 103,Bldg 103: : New 3-story townhome unit with 3 bedroom 3.5 bathroom covered patio attached carport.  Part of 3-unit townhome under 3-unit use.,2025-12-04,1,3,5921 COVENTRY LN BLDG 103,78723,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13622924,5921 COVENTRY LANE BLDG 103,NA,Austin,Texas,United States
7817 W SH 71 BLDG 8,ePlan: Expedited Review - New Construction of Multi Family Townhouse Building.,2025-12-11,3,2,7817 W SH 71 BLDG 8,78736,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13626097,7817 WEST SH 71 BLDG 8,NA,Austin,Texas,United States
10116 CURB STRAP DR,"New construction of 1 story SFR with 5 beds 2 baths attached garage covered porch and patio

PUD

Revision:
Plan revision to change the house plan from an X35CN to a T35CN",2025-12-15,1,1,10116 CURB STRAP DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13518523,10116 CURB STRAP DRIVE,NA,Austin,Texas,United States
9803 RIBELIN RANCH CT BLDG 33,New construction of single building based on Volume Builder Approved (2024-067871 VB) Plan 12-DB-R. This is a 3 Story building with height of 38-6 and 3405 square feet.,2025-12-12,1,3,9803 RIBELIN RANCH CT BLDG 33,78750,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13622215,9803 RIBELIN RANCH CT BLDG 33,NA,Austin,Texas,United States
9116 BOATHOUSE DR,"New SFR 1- Story 4 bedroom 3 bath with attached 2-car garage covered front porch and covered rear patio

PUD",2025-12-22,1,1,9116 BOATHOUSE DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13629224,9116 BOATHOUSE DRIVE,NA,Austin,Texas,United States
5921 COVENTRY LN BLDG 102,Bldg 102: : New 3-story townhome unit with 3 bedroom 3.5 bathroom covered patio attached carport.  Part of 3-unit townhome under 3-unit use.,2025-12-04,1,3,5921 COVENTRY LN BLDG 102,78723,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13622923,5921 COVENTRY LANE BLDG 102,NA,Austin,Texas,United States
1300 MC KIE DR BLDG 5,Building 5 Unit 52 and Unit 51.  New condominium residential duplex 2 stories 5 bedroom 5 bathroom attached 2 car garages covered porch and patio.,2025-11-19,2,2,1300 MC KIE DR BLDG 5,78752,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12351223,1300 MC KIE DRIVE BLDG 5,NA,Austin,Texas,United States
2309 OAK CREST AVE UNIT 2A,BUILDING 2 (2a): New studio apartment (duplex residence) w/ 1 bathroom & includes the carport & porch for building 2.,2025-11-12,1,1,2309 OAK CREST AVE UNIT 2A,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13607245,2309 OAK CREST AVE UNIT 2A,NA,Austin,Texas,United States
2309 OAK CREST AVE BLDG 1,BUILDING 1:  New 3-story single family residence w/ attached carport 3 bedroom 3.5 bath.,2025-11-12,1,3,2309 OAK CREST AVE BLDG 1,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13607244,2309 OAK CREST AVE BLDG 1,NA,Austin,Texas,United States
10124 CURB STRAP DR,"New construction of 2 story SFR 4 beds 3 baths attached garage covered porch and patio

PUD

Revision
Plan revision to change the house plan from an X35CM to a T35MM",2025-12-05,1,1,10124 CURB STRAP DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13519738,10124 CURB STRAP DRIVE,NA,Austin,Texas,United States
11628 LADERA VISTA DR UNIT A,11628 Ladera Vista Dr Unit A: New 2-story duplex unit 3 bedroom 2.5 bath 1-car garage.,2025-12-11,1,2,11628 LADERA VISTA DR UNIT A,78759,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13626280,11628 LADERA VISTA DRIVE UNIT A,NA,Austin,Texas,United States
801 JOHNNY LIMON WAY,"New Construction of 3 Story Duplex Condo (3 beds 3 baths covered patio)

(801 Johnny Limon Way)",2025-12-29,1,3,801 JOHNNY LIMON WAY,78721,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13481632,801 JOHNNY LIMON WAY,NA,Austin,Texas,United States
811 JOHNNY LIMON WAY,"New Construction of 3 Story Duplex Condo

811 Johnny Limon Way",2025-12-29,1,3,811 JOHNNY LIMON WAY,78721,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13478304,811 JOHNNY LIMON WAY,NA,Austin,Texas,United States
1818 W ST JOHNS AVE BLDG 1,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [4bed 4bath],2025-12-15,1,2,1818 W ST JOHNS AVE BLDG 1,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13621983,1818 WEST STREET JOHNS AVE BLDG 1,NA,Austin,Texas,United States
4413 BANISTER LN UNIT 102,Unit 102 Bldg 1: New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration),2025-12-18,1,3,4413 BANISTER LN UNIT 102,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13627394,4413 BANISTER LANE UNIT 102,NA,Austin,Texas,United States
1718 S 5TH ST,New 2-story ADU 1br/1bath w/garage covered porch and roof deck,2025-12-16,1,2,1718 S 5TH ST,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12831676,1718 SOUTH 5TH STREET,NA,Austin,Texas,United States
111 MILDRED ST--BLDG 1 (CORNER-BEHIND BLDG 3),111 Mildred St BUILDING 1 (corner of Mildred & E 2nd St):  New construction of a 3-Story Single Family Res. [3 bed 3.5bath] with Attached 1-car Garage and 3rd floor balcony.  Part of 4-unit use 8 detached units total in development across 2 lots.,2025-11-17,1,3,111 MILDRED ST BLDG 1,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13614298,111 MILDRED STREET BLDG 1,NA,Austin,Texas,United States
9803 RIBELIN RANCH CT BLDG 23,New construction of single building based on Volume Builder Approved (2024-067871 VB) Plan 2-AA-R. This is a 2 Story building with height of 30-9 and 3801 square feet.,2025-12-12,1,2,9803 RIBELIN RANCH CT BLDG 23,78750,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13605937,9803 RIBELIN RANCH CT BLDG 23,NA,Austin,Texas,United States
1317 SWEET BARK ST,New two-story SFR (4br/3.5ba) with attached garage and covered patio *PRODUCTION BUILDER- CONDO*,2025-12-01,1,2,1317 SWEET BARK ST,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13606153,1317 SWEET BARK STREET,NA,Austin,Texas,United States
8921 GOLDEN LION DR,"New construction of 2 story SFR 3 beds 2.5 baths with attached 3 car garage covered entry porch and patio

PUD",2025-12-05,1,2,8921 GOLDEN LION DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13614873,8921 GOLDEN LION DRIVE,NA,Austin,Texas,United States
2705 WILSON ST,2705 Wilson St: New 2-story residence 2 bed 2.5 bath. Part of 2-unit use,2025-12-09,1,2,2705 WILSON ST,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13617951,2705 WILSON STREET,NA,Austin,Texas,United States
1114 1/2 LINDEN ST--BLDG 2,BLDG 2: New 2 story SFR with attached garage and covered front porch and covered rear patio. 3 bedroom 2.5 bathroom.,2025-12-17,1,2,1114 1/2 LINDEN ST BLDG 2,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13629274,1114 1/2 LINDEN STREET BLDG 2,NA,Austin,Texas,United States
3213 WALNUT AVE--UNIT A,"ePlan: Residential Expedited Review - New THREE UNIT RES.
New construction of a 2-Story Duplex [1bed 1bath] with attached Garage. 3213 WALNUT AVE Unit A
New construction of a 2-Story Duplex [5bed 5bath]. 3213 WALNUT AVE Unit B

THIS PROJECT TO BE COMBINED WITH 3305 HEMLOCK VIA UDA.",2025-11-26,1,2,3213 WALNUT AVE UNIT A,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13616943,3213 WALNUT AVE UNIT A,NA,Austin,Texas,United States
4413 BANISTER LN UNIT 101,Unit 101 Bldg 1: New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration),2025-12-18,1,3,4413 BANISTER LN UNIT 101,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13627393,4413 BANISTER LANE UNIT 101,NA,Austin,Texas,United States
4413 BANISTER LN UNIT 302,Unit 302 Bldg 3:New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration),2025-12-18,1,3,4413 BANISTER LN UNIT 302,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13627279,4413 BANISTER LANE UNIT 302,NA,Austin,Texas,United States
1614 SUFFOLK DR,Expedited Review - New construction of 2-story duplex [6bed 8bath] with one attached 1-car Garage and one attached 1-car Carport.,2025-11-30,2,2,1614 SUFFOLK DR,78723,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13313733,1614 SUFFOLK DRIVE,NA,Austin,Texas,United States
1904 SHARON LN,ePlan: Residential Expedited Review - New ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 5.5bath] with Habitable Attic and Attached Carport.,2025-11-14,1,2,1904 SHARON LN,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13606179,1904 SHARON LANE,NA,Austin,Texas,United States
2103 TOWER DR UNIT A,"ePlan: Residential Expedited Review - New construction of a 2-Story Duplex [4bed 3.5bath]. UNIT A
ePlan: Residential Expedited Review - New construction of a 2-Story Duplex [1bed 1bath] with attached Garage. UNIT B",2025-12-03,1,2,2103 TOWER DR UNIT A,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13622297,2103 TOWER DRIVE UNIT A,NA,Austin,Texas,United States
1809 MARGARET ST,Expedited Review - New Construction of a 2-Story Single Family Res. [4bed 5.5bath] with Basement outdoor kitchen and attached Carport.,2025-12-22,1,2,1809 MARGARET ST,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13237386,1809 MARGARET STREET,NA,Austin,Texas,United States
1900 W 37TH ST,"1900 W 37th St:  New 2 story residence with 3 bedroom 3.5 bath & screened porch. Part of 2-unit use.

2/6/26 SM - For second unit. 3706 1/2 Oakmont Blvd: New 2-story residence with 2-car garage & second floor studio garage apartment 1 bathroom.",2025-12-12,1,2,1900 W 37TH ST,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13625659,1900 WEST 37TH STREET,NA,Austin,Texas,United States
1813 E 38TH HALF ST--BLDG 1--UNIT 1B,Bldg. 1 Unit B: New construction 3-unit use duplex residential  3-story 4 bedroom 3.5 bath with covered front porch covered rear patio 3rd floor balcony and uncovered roof top deck.,2025-11-26,1,3,1813 E 38TH HALF ST BLDG 1 UNIT 1B,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13620043,1813 EAST 38TH HALF STREET BLDG 1 UNIT 1B,NA,Austin,Texas,United States
2505 DEERFOOT TRL,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 4bath] with Attached Garage.  Work to include Casita (1bed/ 1 bath) connected by breeze way.,2025-11-17,1,2,2505 DEERFOOT TRL,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13616264,2505 DEERFOOT TRAIL,NA,Austin,Texas,United States
