project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,"gl(n(), chunk_size, length = n())"
1816 W 38TH ST #2,Bldg 2: 2 story sfr at rear of property w 2.5 bathrooms 3 bedrroms covered porch and attached garage.,2025-08-01,1,2,1816 W 38TH ST,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13555496,1816 WEST 38TH STREET,NA,Austin,Texas,United States,1
2104 S L DAVIS AVE--UNIT A,Unit A New construction of 3 story Duplex with roof top uncovered patio 3/2.5.  Part of 3-unit use.,2025-07-21,2,3,2104 S L DAVIS AVE UNIT 1A,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13551608,2104 SOUTH L DAVIS AVE UNIT 1A,NA,Austin,Texas,United States,1
9416 GAMBOL DR,*SMART Housing* *Green Building* New 1-story 4 bedroom 2 bathroom single family residence with covered front porch and rear covered patio.,2025-08-14,1,1,9416 GAMBOL DR,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13565089,9416 GAMBOL DRIVE,NA,Austin,Texas,United States,1
5108 HARMON AVE UNIT B,New 3 story SFR with 3 bed 2.5 bath attached carport and front covered porch/rear covered patio,2025-08-07,1,3,5108 HARMON AVE UNIT B,78751,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13560950,5108 HARMON AVE UNIT B,NA,Austin,Texas,United States,1
6507 HERGOTZ LN,New construction (relocation) single-family residential 1-story 2 bedroom 1 bath with attached uncovered wood landings/ stairs (2 sets).,2025-08-14,1,1,6507 HERGOTZ LN,78742,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13551698,6507 HERGOTZ LANE,NA,Austin,Texas,United States,1
8816 MARMOSET WAY,"New SFR 2- Story 3 bedroom 2.5 bath with attached 2-car garage covered front porch and covered rear patio

PUD",2025-07-28,1,2,8816 MARMOSET WAY,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13554291,8816 MARMOSET WAY,NA,Austin,Texas,United States,1
13213 STABLER DR,Dexter 3317 A Left New - 2 Story SFR CONDOMINUM w/ 4 bedrooms 3 bathrooms attached 2 car garage covered entry porch and patio FFE: 682.11 Site Plan: SP-2021-0328C Site Plan Exp.: 01/09/27 Max Bld height: 28 Actual Bld height: 27-6 required parking: 2.,2025-08-07,1,2,13213 STABLER DR,78652,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13562951,13213 STABLER DRIVE,NA,Austin,Texas,United States,1
8818 MARMOSET WAY,"New SFR 2- Story 3 bedroom 2.5 bath with attached 2-car garage covered front porch and covered rear patio

PUD",2025-07-28,1,2,8818 MARMOSET WAY,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13555222,8818 MARMOSET WAY,NA,Austin,Texas,United States,1
1404 JUSTIN LN BLDG 2,Home: New construction of 2 story detached dwelling unit 3 bed 2.5 bath with attached garage,2025-08-18,1,2,1404 JUSTIN LN BLDG 2,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13565113,1404 JUSTIN LANE BLDG 2,NA,Austin,Texas,United States,1
2107 PRATHER LN BLDG 2,Bldg 2: New construction of a 3-Story Single Family Res. [ 3 bed 2.5 bath] with Attached Carport and uncovered roof deck. Part of 3-unit use.,2025-07-31,1,3,2107 PRATHER LN BLDG 2,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13558834,2107 PRATHER LANE BLDG 2,NA,Austin,Texas,United States,1
9404 LILT DR BLDG 5,*Green Building* *SMART Housing* New 1-story 3 bedroom 2 bathroom single family residence with covered front porch and rear covered patio.,2025-07-15,1,1,9404 LILT DR BLDG 5,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13547820,9404 LILT DRIVE BLDG 5,NA,Austin,Texas,United States,1
9412 GAMBOL DR,*SMART Housing* *Green Building* New 1-story 3 bedroom 1.5 bathroom single family residence with covered porches.,2025-08-11,1,1,9412 GAMBOL DR,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13564620,9412 GAMBOL DRIVE,NA,Austin,Texas,United States,1
3608 THOMPSON ST--BLDG 2,"ePlan: Residential Expedited Review. New Three Unit Residential:
Building 2: New construction of a 2-Story Single Family Res. [2bed 2.5bath]",2025-08-04,1,2,3608 THOMPSON ST BLDG 2,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13558824,3608 THOMPSON STREET BLDG 2,NA,Austin,Texas,United States,1
607 TILLERY ST--BLDG 3--(13D REQ),"ePlan: Residential Expedited Review - New THREE UNIT RES.
Bldg 3 New construction of a 3-Story Single Family Res. [3bed 3.5bath] with Attached Garage",2025-08-12,1,3,607 TILLERY ST BLDG 3,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13546584,607 TILLERY STREET BLDG 3,NA,Austin,Texas,United States,1
3608 THOMPSON ST--BLDG 3,"ePlan: Residential Expedited Review. New Three Unit Residential:
Building 3:  New construction of a 3-Story Single Family Res. [4bed 3.5bath] with attached garage",2025-08-04,1,3,3608 THOMPSON ST BLDG 3,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13558826,3608 THOMPSON STREET BLDG 3,NA,Austin,Texas,United States,1
1127 ELEANOR ST BLDG 2,Building 2 New 2 Story SFR with attached garage rear of main house covered porch and covered rear patio 3/2.5,2025-07-23,1,2,1127 ELEANOR ST BLDG 2,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13520668,1127 ELEANOR STREET BLDG 2,NA,Austin,Texas,United States,1
2009 PARAMOUNT AVE,ePlan: Residential Expedited Review: New construction of a 2-Story Single Family Res. [4 bed 4 bath] with Attached Garage.,2025-08-15,1,2,2009 PARAMOUNT AVE,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13558881,2009 PARAMOUNT AVE,NA,Austin,Texas,United States,1
9803 RIBELIN RANCH CT BLDG 13,New construction of single building based on Volume Builder Approved (2024-067871 VB) Plan 11-DB-L. This is a 3 Story building with height of 38-6 and 3405 square feet.,2025-07-21,1,3,9803 RIBELIN RANCH CT BLDG 13,78750,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13531029,9803 RIBELIN RANCH CT BLDG 13,NA,Austin,Texas,United States,1
806 E 31ST ST BLDG 2,"ePlan: Residential Expedited Review : New three unit residential
Building 2: New construction of a 2-Story Single Family Res. [3bed 3.5bath] with Attached Carport 

4/15 CM
Plan review (Elliot Bucknall)  has approved for bathroom on 3rd floor to be finished out. Plans only show it to be roughed in.",2025-07-15,1,2,806 E 31ST ST BLDG 2,78705,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13546135,806 EAST 31ST STREET BLDG 2,NA,Austin,Texas,United States,1
2609 CARNARVON LN UNIT B,ePlan: Residential Expedited Review - New Two Story Duplex Unit B 1-story [1bath] with attached garage,2025-07-25,1,1,2609 CARNARVON LN UNIT B,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13501992,2609 CARNARVON LANE UNIT B,NA,Austin,Texas,United States,1
10408 CURB STRAP DR,"New construction of 2 story SFR with attached garage covered porch and patio

PUD

Revision: Plan revision to change the house plan from the X35KM to an X35HN.",2025-07-14,1,1,10408 CURB STRAP DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13546066,10408 CURB STRAP DRIVE,NA,Austin,Texas,United States,1
17114 RADIANT DR,*SMART Housing* *Green Building* New 1-story 3 bedroom 2 bathroom single family residence with covered front porch and rear covered patio.,2025-07-28,1,1,17114 RADIANT DR,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13556589,17114 RADIANT DRIVE,NA,Austin,Texas,United States,1
4901 RIDGE OAK DR,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [4 bed 6.5bath] with Attached Garage.  Existing pool to remain.,2025-07-30,1,2,4901 RIDGE OAK DR,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13547231,4901 RIDGE OAK DRIVE,NA,Austin,Texas,United States,1
1004 JUANITA ST UNIT 2B,"ePlan: Residential Expedited Review - New THREE UNIT RES.
Bldg 2b New 2-story Duplex [1bed 1bath]",2025-07-24,2,2,1004 JUANITA ST UNIT 2B,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13549488,1004 JUANITA STREET UNIT 2B,NA,Austin,Texas,United States,1
1217 HARVEY ST BLDG 2,Bldg 2: New construction of a 2-Story residence [3 bed 2.5 bath] with Attached Carport.  Part of three-unit use.,2025-07-16,1,2,1217 HARVEY ST BLDG 2,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13550217,1217 HARVEY STREET BLDG 2,NA,Austin,Texas,United States,1
8603 COSMICO ST,"ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 4 Bedrooms 3.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8002 PONCHO PASS 2025-070719 PR (INCLUDES 23 ADDRESSES.)",2025-07-28,1,2,8603 COSMICO ST,78736,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13555622,8603 COSMICO STREET,NA,Austin,Texas,United States,1
1301 WEBBERVILLE RD BLDG 1,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [2bed 2.5bath] Bldg 3,2025-07-28,1,2,1301 WEBBERVILLE RD BLDG 1,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13511579,1301 WEBBERVILLE ROAD BLDG 1,NA,Austin,Texas,United States,1
2000 ARTHUR LN,ePlan: Residential Expedited Review - New 2-Story Single Family Res. [4bed 4bath] With 2 Car Garage,2025-07-29,1,2,2000 ARTHUR LN,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13557493,2000 ARTHUR LANE,NA,Austin,Texas,United States,1
1807 VISTA LN,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [6 bed 5.5bath] with Habitable Attic Attached Garage.,2025-08-15,1,2,1807 VISTA LN,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13567203,1807 VISTA LANE,NA,Austin,Texas,United States,1
2816 MARY HELEN LOPEZ ST,New 2-Story condo with 4 bedrooms and 2.5 baths covered front and rear porch,2025-06-26,1,2,2816 MARY HELEN LOPEZ ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13386181,2816 MARY HELEN LOPEZ STREET,NA,Austin,Texas,United States,1
1507 JULIET ST,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [3bed 3.5bath] with Attached Carport.,2025-06-23,1,2,1507 JULIET ST,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13537963,1507 JULIET STREET,NA,Austin,Texas,United States,1
6500 PORTER ST,6500 Porter St (front unit): New 3-story residence w/ 3 bedroom 3 bathroom covered balcony carport.  Part of 3-unit use.,2025-06-30,1,3,6500 PORTER ST,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13541083,6500 PORTER STREET,NA,Austin,Texas,United States,1
5 SCOTT CRES,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 4.5bath] with attached Garage.,2025-06-27,1,2,5 SCOTT CRES,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13539038,5 SCOTT CRES,NA,Austin,Texas,United States,1
7808 ELLA LEE LN,TERRACE Q52150 ELEVATION B LEFT SWING 1 STORY SINGLE FAMLY HOME / 3 BED AND 3.5 BATH WITH OPT CAITA OPT SITTING ROOM   OPT FLEX ROOM ILO GRILLING PATIO,2025-06-17,1,1,7808 ELLA LEE LN,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13535862,7808 ELLA LEE LANE,NA,Austin,Texas,United States,1
932 E 53RD ST,New construction of a 2-Story Single Family Res. [4bed 3.5bath] with attached 2-car carport.,2025-06-11,1,2,932 E 53RD ST,78751,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13496340,932 EAST 53RD STREET,NA,Austin,Texas,United States,1
10300 CURB STRAP DR,"New construction of 1 story SFR with 5 beds 2 baths attached garage covered porch and patio

PUD
Revision: Plan revision to change the house plan from an X35GM to a T35CN",2025-06-16,1,1,10300 CURB STRAP DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13533637,10300 CURB STRAP DRIVE,NA,Austin,Texas,United States,1
9408 OXBOW STRAP DR,*Green Building* New 1-story 3 bedroom 2 bathroom single family residence with attached garage covered front porch and rear covered patio.,2025-07-09,1,1,9408 OXBOW STRAP DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13541764,9408 OXBOW STRAP DRIVE,NA,Austin,Texas,United States,1
1201 IGNACIO TREVINO ST,New 2-story SFR *CONDO / SMART HOUSING / GREEN BUILDING* - 4 bedrooms 2.5 bathrooms with covered patio,2025-06-26,1,2,1201 IGNACIO TREVINO ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13399707,1201 IGNACIO TREVINO STREET,NA,Austin,Texas,United States,1
3101 1/2 NEAL ST,ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [4bed 3bath] with Attached Carport. 3101 1/2 Neal St,2025-06-27,1,3,3101 1/2 NEAL ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13536030,3101 1/2 NEAL STREET,NA,Austin,Texas,United States,1
10312 CURB STRAP DR,New construction single-family residential 1-story 4 bedroom 2.5 bath with attached 2-car garage covered front porch and covered rear patio.,2025-07-09,1,2,10312 CURB STRAP DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13544958,10312 CURB STRAP DRIVE,NA,Austin,Texas,United States,1
6502 PORTER ST BLDG 3,6502 Porter St Bldg 3: New construction of a 2-Story Single Family Res. [3 bed 3 bath]  with Attached carport.  Part of 3-unit use.   5 dwelling units on two properties share driveway on join-use-access-easement.,2025-06-30,1,2,6502 PORTER ST BLDG 3,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13541723,6502 PORTER STREET BLDG 3,NA,Austin,Texas,United States,1
2603 RICHCREEK RD,New 2-story 5 bedroom 4 bathroom single family residence with attached garage covered front porch covered side porch and rear covered patio.,2025-06-30,1,2,2603 RICHCREEK RD,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13513669,2603 RICHCREEK ROAD,NA,Austin,Texas,United States,1
6502 PORTER ST BLDG 1,6502 Porter St Bldg 1: New construction of a 3-Story Single Family Res. [3 bed 3 bath] second floor baclony with Attached carport.  Part of 3-unit use.   5 dwelling units on two properties share driveway on join-use-access-easement.,2025-06-30,1,3,6502 PORTER ST BLDG 1,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13541721,6502 PORTER STREET BLDG 1,NA,Austin,Texas,United States,1
3419 NEAL ST UNIT 301,UNIT 103. New 3-Story [3 bed 2.5 bath] home with balcony.  Part of 3-unit use.  Original property was subdivided front-to-back into 4 flag lots each with 2-3 units.,2025-06-18,1,2,3419 NEAL ST UNIT 301,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13534773,3419 NEAL STREET UNIT 301,NA,Austin,Texas,United States,1
1308 MASON AVE,New construction two-unit use duplex 3-story 2 bedroom 2.5 bath with attached 2-car carport 1st floor storage covered front porch covered rear patio and 2nd floor covered balcony.,2025-06-05,1,3,1308 MASON AVE,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13527716,1308 MASON AVE,NA,Austin,Texas,United States,1
2846 MARY HELEN LOPEZ ST,Single Family Condo - Two story with 4 bedrooms 2.5 bathrooms and covered patio,2025-06-25,1,2,2846 MARY HELEN LOPEZ ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13398598,2846 MARY HELEN LOPEZ STREET,NA,Austin,Texas,United States,1
1119 TILLERY ST,Bldg 1: New 3-Story [3 bed 3.5 bath] detached residence with attached Garage. Part of 3-unit residential use.,2025-06-27,1,3,1119 TILLERY ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13420132,1119 TILLERY STREET,NA,Austin,Texas,United States,1
8009 PONCHO PASS,"ePlan: Residential Expedited Review - [SITE PLAN APPROVED: PHASE A - Greystar Plan C ] New Construction of a 8 Single Family Residences

 REV 1 TO WAIVE VISITABILITY - Rise 22.8  / Run  144  Slope: 16%",2025-06-24,1,2,8009 PONCHO PASS,78736,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13539307,8009 PONCHO PASS,NA,Austin,Texas,United States,1
7510 MADONNA DR,"*Green Building* New 2 Story Condominium Single Family Residence 3 Bdrm 3 Bath Porch w/ 2-Car Garage

PUD",2025-06-24,1,2,7510 MADONNA DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13536685,7510 MADONNA DRIVE,NA,Austin,Texas,United States,1
2102 PALO PINTO DR,"ePlan: Residential Expedited Review - New construction of a TWO UNIT RES. Bldg 1 New construction of a 2-Story Single Family Res. [3bed 3bath] with attached Garage 

Revision 10/7/2025- changes to primary suite entrance and bath layout",2025-06-12,1,2,2102 PALO PINTO DR,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13470129,2102 PALO PINTO DRIVE,NA,Austin,Texas,United States,1
2101 PASADENA DR BLDG 1,New 2-story 4 bedroom 3.5 bathroom dwelling unit with attached garage covered front porch and rear covered patio.,2025-07-08,1,2,2101 PASADENA DR BLDG 1,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13480013,2101 PASADENA DRIVE BLDG 1,NA,Austin,Texas,United States,1
7504 MADONNA DR,"*Green Building* New 2 Story Condominium Single Family Residence 2 Bdrm 2.5 Bath Porch w/ 2-Car Garage

PUD",2025-06-20,1,2,7504 MADONNA DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13535988,7504 MADONNA DRIVE,NA,Austin,Texas,United States,1
7506 MADONNA DR,"*Green Building* New 2 Story Condominium Single Family Residence 2 Bdrm 2.5 Bath Porch w/ 2-Car Garage

PUD",2025-06-20,1,2,7506 MADONNA DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13535949,7506 MADONNA DRIVE,NA,Austin,Texas,United States,1
